Data Year - Fiscal_19,Ticker Symbol,Company Name,Return on Sales_19,Data Year - Fiscal_20,Return on Sales_20
2019,DGX,QUEST DIAGNOSTICS INC,0.11105358529640176,2020,0.15163717283034864
2019,TTWO,TAKE-TWO INTERACTIVE SFTWR,0.13093652576748885,2020,0.1746000026091298
2019,AMZN,AMAZON.COM INC,0.04130870306072251,2020,0.05525249699531684
2019,ARE,ALEXANDRIA R E EQUITIES INC,0.20918690912107113,2020,0.3330123977044679
2019,QRVO,QORVO INC,0.10321409287215344,2020,0.18270358904063874
2019,RL,RALPH LAUREN CORP,0.06238838923341667,2020,-0.027517724050172693
2019,BXP,BOSTON PROPERTIES INC,0.17198096626227116,2020,0.31708845720364753
2019,SLG,SL GREEN REALTY CORP,0.22375788204709413,2020,0.3675529554405623
2019,YUM,YUM BRANDS INC,0.23119528318742183,2020,0.1599433828733192
2019,CHRW,C H ROBINSON WORLDWIDE INC,0.03768690672489279,2020,0.03124684937582317
2019,MTD,METTLER-TOLEDO INTL INC,0.18649847174083278,2020,0.1953661005511191
2019,URI,UNITED RENTALS INC,0.12554806972516308,2020,0.10433763188745604
2019,VRSN,VERISIGN INC,0.49713273376359235,2020,0.6441537581063862
2019,PWR,QUANTA SERVICES INC,0.03306023795996909,2020,0.039775867757263626
2019,NLSN,NIELSEN HOLDINGS PLC,-0.06386580486303478,2020,-0.0009538950715421304
2019,NCLH,NORWEGIAN CRUISE LINE HLDGS,0.14394519910324002,2020,-3.1350018907608987
2019,AMT,AMERICAN TOWER CORP,0.24904027545083968,2020,0.2102344090032954
2019,VTR,VENTAS INC,0.11188188190257284,2020,0.11565071219564095
2019,CTSH,COGNIZANT TECH SOLUTIONS,0.1097539176547697,2020,0.08359356233485467
2019,RSG,REPUBLIC SERVICES INC,0.10420995397790163,2020,0.09525685471162937
2019,CCI,CROWN CASTLE INTL CORP,0.14922783272601076,2020,0.18082191780821918
2019,EBAY,EBAY INC,0.16537037037037036,2020,0.551747638983546
2019,GS,GOLDMAN SACHS GROUP INC,0.15700456214532102,2020,0.17681034805039442
2019,NVDA,NVIDIA CORP,0.2560908591317091,2020,0.25979010494752625
2019,APTV,APTIV PLC,0.06895591000905482,2020,0.13806826878922393
2019,BKNG,BOOKING HOLDINGS INC,0.32291251825302003,2020,0.008625730994152047
2019,SBAC,SBA COMMUNICATIONS CORP,0.07296124131050384,2020,0.011571004897419182
2019,JNPR,JUNIPER NETWORKS INC,0.07760831421244434,2020,0.057996445524285165
2019,BLK,BLACKROCK INC,0.30786161359103104,2020,0.30435050910212896
2019,AKAM,AKAMAI TECHNOLOGIES INC,0.16520327327355347,2020,0.17418012731739516
2019,CHTR,CHARTER COMMUNICATIONS INC,0.03644786294904292,2020,0.06654687403184832
2019,EXPE,EXPEDIA GROUP INC,0.04682191099693379,2020,-0.5024043085208694
2019,A,AGILENT TECHNOLOGIES INC,0.2074375363160953,2020,0.13466941374789287
2019,TDY,TELEDYNE TECHNOLOGIES INC,0.12716525477304338,2020,0.13022487201088717
2019,PKG,PACKAGING CORP OF AMERICA,0.09999569231652858,2020,0.0692379321738608
2019,EW,EDWARDS LIFESCIENCES CORP,0.24077736890524382,2020,0.18772085812643913
2019,MET,METLIFE INC,0.08458075246616197,2020,0.079624775424852
2019,NRG,NRG ENERGY INC,0.4518888096935139,2020,0.056087099967007586
2019,ISRG,INTUITIVE SURGICAL INC,0.30798258345428153,2020,0.23895998558038933
2019,ILMN,ILLUMINA INC,0.28281117696867064,2020,0.20253164556962025
2019,EQIX,EQUINIX INC,0.09123287080152602,2020,0.06164444877882886
2019,MCO,MOODY'S CORP,0.29447090494926487,2020,0.3310370508285235
2019,ALGN,ALIGN TECHNOLOGY INC,0.18396906094243137,2020,0.7184184412168414
2019,GRMN,GARMIN LTD,0.2534889507798393,2020,0.2370253665707011
2019,GPN,GLOBAL PAYMENTS INC,0.08766744057076174,2020,0.07873852403389318
2019,MDLZ,MONDELEZ INTERNATIONAL INC,0.14960569042832844,2020,0.1337421466461006
2019,PRU,PRUDENTIAL FINANCIAL INC,0.0645539363096615,2020,-0.006557836965860672
2019,ACN,ACCENTURE PLC,0.11058916029945427,2020,0.11523077370451025
2019,WLTW,WILLIS TOWERS WATSON PLC,0.11549950215731829,2020,0.10650128314798973
2019,ZBH,ZIMMER BIOMET HOLDINGS INC,0.14176542807747236,2020,-0.019773649370061926
2019,ANTM,ANTHEM INC,0.04612668285146767,2020,0.03751630876283161
2019,CNC,CENTENE CORP,0.01769852222028698,2020,0.0162714304999325
2019,PFG,PRINCIPAL FINANCIAL GRP INC,0.0871396784919623,2020,0.09561714778939293
2019,AAP,ADVANCE AUTO PARTS INC,0.05014891848318514,2020,0.048783429697117284
2019,NFLX,NETFLIX INC,0.09262128389988572,2020,0.11047322825648974
2019,CME,CME GROUP INC,0.43477814297452755,2020,0.43107543615365707
2019,WYNN,WYNN RESORTS LTD,0.018602807188335856,2020,-0.9863464227828086
2019,NDAQ,NASDAQ INC,0.18160488033786953,2020,0.16580771281322196
2019,LKQ,LKQ CORP,0.04327964837024849,2020,0.05490002003640951
2019,AIZ,ASSURANT INC,0.03793076099456716,2020,0.04376510678765305
2019,CRM,SALESFORCE.COM INC,0.007369282957071003,2020,0.19160549595332205
2019,MKTX,MARKETAXESS HOLDINGS INC,0.3944861045599376,2020,0.43289409185752437
2019,DPZ,DOMINO'S PIZZA INC,0.11073059550002294,2020,0.11932158339305937
2019,MA,MASTERCARD INC,0.48083871349878576,2020,0.4189922227305405
2019,GOOGL,ALPHABET INC,0.2121811228430034,2020,0.22061941520980458
2019,EXR,EXTRA SPACE STORAGE INC,0.3164320239301685,2020,0.3456673112038256
2019,DLR,DIGITAL REALTY TRUST INC,0.1765783167464033,2020,0.09218297440226869
2019,LVS,LAS VEGAS SANDS CORP,0.19637528204381688,2020,-0.43360782295419453
2019,MOS,MOSAIC CO,-0.11984774822316789,2020,0.07672460462812583
2019,CE,CELANESE CORP,0.13530252501191042,2020,0.3510167992926614
2019,DXCM,DEXCOM INC,0.0684959349593496,2020,0.2561893392847875
2019,ICE,INTERCONTINENTAL EXCHANGE,0.2952497327020009,2020,0.25339640950994663
2019,CF,CF INDUSTRIES HOLDINGS INC,0.10740740740740741,2020,0.07686711930164888
2019,DISCA,DISCOVERY INC,0.18386575735821967,2020,0.11423484209539875
2019,AMP,AMERIPRISE FINANCIAL INC,0.1469036163277976,2020,0.12807881773399016
2019,UAA,UNDER ARMOUR INC,0.017493201233612525,2020,-0.12273025009458804
2019,LDOS,LEIDOS HOLDINGS INC,0.060122588786731566,2020,0.05106936651215744
2019,LYV,LIVE NATION ENTERTAINMENT,-0.0004227583222642873,2020,-0.9259485121788458
2019,CMG,CHIPOTLE MEXICAN GRILL INC,0.06268078603472131,2020,0.05944657601450649
2019,FIS,FIDELITY NATIONAL INFO SVCS,0.028839639988386723,2020,0.01258763543658381
2019,FB,FACEBOOK INC,0.2614679547929898,2020,0.3390449601582039
2019,FANG,DIAMONDBACK ENERGY INC,0.060544904137235116,2020,-1.6057589761820121
2019,PSX,PHILLIPS 66,0.02866915828618829,2020,-0.061984437617926366
2019,NOW,SERVICENOW INC,0.18110371609134915,2020,0.026220471186533683
2019,WU,WESTERN UNION CO,0.1999773246915213,2020,0.15394002068252327
2019,HBI,HANESBRANDS INC,0.08622457862674814,2020,-0.011340790924846382
2019,IPGP,IPG PHOTONICS CORP,0.13710376157878443,2020,0.13289648578690857
2019,DFS,DISCOVER FINANCIAL SVCS,0.2113803702909429,2020,0.08808770169072802
2019,MSCI,MSCI INC,0.36182401290027705,2020,0.3549755513480674
2019,ULTA,ULTA BEAUTY INC,0.09542288608323146,2020,0.02858198038899192
2019,AWK,AMERICAN WATER WORKS CO INC,0.17202216066481996,2020,0.18771511781837438
2019,PM,PHILIP MORRIS INTERNATIONAL,0.24106693507800706,2020,0.28075555865337704
2019,ATVI,ACTIVISION BLIZZARD INC,0.231622746185853,2020,0.2717041800643087
2019,VRSK,VERISK ANALYTICS INC,0.17256722028307314,2020,0.25594340300222657
2019,AVGO,BROADCOM INC,0.12054697526220294,2020,0.12391158740790355
2019,FTNT,FORTINET INC,0.15142380113162046,2020,0.18829016342892382
2019,CBOE,CBOE GLOBAL MARKETS INC,0.14999399062537558,2020,0.1366169647807184
2019,FLT,FLEETCOR TECHNOLOGIES INC,0.3379102915682591,2020,0.2947922749601797
2019,TSLA,TESLA INC,-0.03507201562372854,2020,0.022862760020294266
2019,HII,HUNTINGTON INGALLS IND INC,0.06169232498033487,2020,0.07435103087277001
2019,MPC,MARATHON PETROLEUM CORP,0.02127487918418059,2020,-0.1408160048152023
2019,FBHS,FORTUNE BRANDS HOME & SECUR,0.0749228047045762,2020,0.09081654434100127
2019,XYL,XYLEM INC,0.07639550390550581,2020,0.052091878589007386
2019,CBRE,CBRE GROUP INC,0.053668373490332814,2020,0.031561438996029374
2019,LYB,LYONDELLBASELL INDUSTRIES NV,0.09761856768508653,2020,0.051165639750657584
2019,ALLE,ALLEGION PLC,0.14078486334968465,2020,0.11555571896025589
